date,vxx,vxx_ret,contango_ratio,spy_vol,signal_ts,signal_always_short,signal_bh,signal_random,ret_ts,ret_always_short,ret_bh,ret_random,cumret_ts,cumret_always_short,cumret_bh,cumret_random
2018-02-27 05:00:00+00:00,2714.239990234375,0.07968434738763142,1.0231307316646752,0.10945768743685366,0,-1,1,-1,-0.07968434738763142,-0.07968434738763142,0.07968434738763142,0.07968434738763142,0.7537796696490862,0.5114767615455501,1.5332610296951974,0.9526244091283721
2018-02-28 05:00:00+00:00,2826.239990234375,0.041263853013354446,1.002015063345593,0.11715836765102045,0,-1,1,1,0.0,-0.041263853013354446,0.041263853013354446,-0.041263853013354446,0.7537796696490862,0.490371259637388,1.5965292874556445,0.9133154555331653
2018-03-01 05:00:00+00:00,3020.800048828125,0.06884060068006304,0.9532710605631172,0.11997636889719727,0,-1,1,1,0.0,-0.06884060068006304,0.06884060068006304,0.06884060068006304,0.7537796696490862,0.456613807567711,1.706435322607404,0.9761886401024538
2018-03-02 05:00:00+00:00,2887.679931640625,-0.04406783469138975,1.013782565373181,0.11172914744841785,0,-1,1,1,-0.0,0.04406783469138975,-0.04406783469138975,-0.04406783469138975,0.7537796696490862,0.476735789357411,1.6312364128991925,0.9331701204828062
2018-03-05 05:00:00+00:00,2781.43994140625,-0.036790777630959615,1.0256273120110828,0.11991899478905156,0,-1,1,1,-0.0,0.036790777630959615,-0.036790777630959615,-0.036790777630959615,0.7537796696490862,0.49427526977237946,1.571221956768694,0.8988380660882676
2018-03-06 05:00:00+00:00,2796.159912109375,0.005292212312045352,1.0479302359211498,0.11801460409148778,0,-1,1,1,0.0,-0.005292212312045352,0.005292212312045352,0.005292212312045352,0.7537796696490862,0.4916594601041505,1.5795371969532612,0.9035949079681549
2018-03-07 05:00:00+00:00,2754.56005859375,-0.01487749442922337,1.060810805731282,0.11640697017514828,-1,-1,1,1,-0.0,0.01487749442922337,-0.01487749442922337,-0.01487749442922337,0.7537796696490862,0.498974120982925,1.556037641104838,0.8901516797585841
2018-03-08 05:00:00+00:00,2725.760009765625,-0.01045540783845822,1.0991535247201134,0.11739196594578623,-1,-1,1,1,0.01045540783845822,0.01045540783845822,-0.01045540783845822,-0.01045540783845822,0.7616607435156056,0.5041910989186377,1.5397686329550944,0.8808447809086195
2018-03-09 05:00:00+00:00,2448.0,-0.10190185811314634,1.1618852342882648,0.11999682710801088,-1,-1,1,1,0.10190185811314634,0.10190185811314634,-0.10190185811314634,-0.10190185811314634,0.8392753885316865,0.555569108742556,1.3828633481926311,0.7910850610247638
2018-03-12 04:00:00+00:00,2544.639892578125,0.03947708030152164,1.1280101101566378,0.11308281959411819,-1,-1,1,-1,-0.03947708030152164,-0.03947708030152164,0.03947708030152164,0.03947708030152164,0.8061432466235303,0.5336368624236814,1.4374547556352626,0.8223147895041726
2018-03-13 04:00:00+00:00,2605.43994140625,0.023893380358241956,1.1039754627478489,0.10596240019104405,-1,-1,1,-1,-0.023893380358241956,-0.023893380358241956,0.023893380358241956,-0.023893380358241956,0.7868817594087263,0.5208864738966135,1.4718004088594197,0.8026669094643417
2018-03-14 04:00:00+00:00,2662.39990234375,0.021861935879725847,1.0899594419958991,0.10070647666032866,-1,-1,1,1,-0.021861935879725847,-0.021861935879725847,0.021861935879725847,-0.021861935879725847,0.7696790008396068,0.5094988872036692,1.5039768150256585,0.7851190569568546
2018-03-15 04:00:00+00:00,2588.159912109375,-0.027884612739438763,1.0976491209755692,0.08359646110305653,-1,-1,1,1,0.027884612739438763,0.027884612739438763,-0.027884612739438763,-0.027884612739438763,0.7911412017116974,0.5237060663645186,1.4620390039695734,0.7632263160992593
2018-03-16 04:00:00+00:00,2515.199951171875,-0.02818989684375295,1.1227847820863268,0.08238516674489108,-1,-1,1,1,0.02818989684375295,0.02818989684375295,-0.02818989684375295,-0.02818989684375295,0.8134433905767928,0.5384692863517819,1.4208242752661278,0.7417110449799836
2018-03-19 04:00:00+00:00,2775.679931640625,0.10356233521211222,1.0189273761481947,0.08829077166624227,0,-1,1,-1,-0.10356233521211222,-0.10356233521211222,0.10356233521211222,0.10356233521211222,0.7292012934858019,0.4827041496171918,1.567968155138745,0.8185243728507268
