date,contango_ratio,term_structure,vix_percentile,contango_percentile,vix_5d_change,vix_20d_change,vix,vix3m
2018-11-16 06:00:00+00:00,,BACKWARDATION,,,-0.1463529698988969,-0.07022044198673572,,
2018-11-19 05:00:00+00:00,1.0268656217875767,CONTANGO,,,-0.054117629107307,0.0070140933576485764,20.100000381469727,20.63999938964844
2018-11-19 06:00:00+00:00,,BACKWARDATION,,,0.0060060481472847815,0.0070140933576485764,,
2018-11-20 05:00:00+00:00,0.9906584035254048,BACKWARDATION,,,0.1251251279918788,0.12908084954899013,22.479999542236328,22.270000457763672
2018-11-20 06:00:00+00:00,,BACKWARDATION,,,0.2392502920956272,0.12908084954899013,,
2018-11-21 05:00:00+00:00,1.0250000229248641,CONTANGO,,,0.14663726223331786,0.2713935489647621,20.799999237060547,21.31999969482422
2018-11-21 06:00:00+00:00,,BACKWARDATION,,,0.03482581305004118,0.2713935489647621,,
2018-11-23 05:00:00+00:00,1.0106877108431171,CONTANGO,,,0.07064676862409658,0.2870814199481069,21.520000457763672,21.75
2018-11-23 06:00:00+00:00,,BACKWARDATION,,,-0.04270458647781428,0.2870814199481069,,
2018-11-26 05:00:00+00:00,1.064021217790658,CONTANGO,,,-0.15925266888817335,0.08870961716789516,18.899999618530277,20.11000061035156
2018-11-26 06:00:00+00:00,,BACKWARDATION,,,-0.09134613885681941,0.08870961716789516,,
2018-11-27 05:00:00+00:00,1.0483701395453129,CONTANGO,,,-0.08557686752821358,-0.06992666268097658,19.020000457763672,19.940000534057617
2018-11-27 06:00:00+00:00,,BACKWARDATION,,,-0.11617100124633528,-0.06992666268097658,,
2018-11-28 05:00:00+00:00,1.0427258477721209,CONTANGO,,,-0.1407992854178769,-0.07642360897410372,18.489999771118164,19.280000686645508
2018-11-28 06:00:00+00:00,,BACKWARDATION,,,-0.02169311405753327,-0.07642360897410372,,
2018-11-29 05:00:00+00:00,1.0425757955338606,CONTANGO,,,-0.005820037313391646,-0.11576466279871322,18.790000915527344,19.59000015258789
2018-11-29 06:00:00+00:00,,BACKWARDATION,,,-0.012092509816026054,-0.11576466279871322,,
2018-11-30 05:00:00+00:00,1.045379065228158,CONTANGO,,,-0.04994746267483274,-0.09559559014876362,18.06999969482422,18.88999938964844
2018-11-30 06:00:00+00:00,,BACKWARDATION,,,-0.02271498547825812,-0.09559559014876362,,
2018-12-03 05:00:00+00:00,1.0918491593570008,CONTANGO,,,-0.110870701051208,-0.09371548582084988,16.440000534057617,17.950000762939453
