date,close,regime_id,regime,returns
2025-08-06,632.780029296875,2,RANGE,0.007659695237280717
2025-08-07,632.25,2,RANGE,-0.0008376201402309214
2025-08-08,637.1799926757812,0,BULL,0.007797536853746623
2025-08-11,635.9199829101562,2,RANGE,-0.0019774785462639555
2025-08-12,642.6900024414062,0,BULL,0.010646024206171889
2025-08-13,644.8900146484375,0,BULL,0.0034231312120525104
2025-08-14,644.9500122070312,0,BULL,9.303533506632711e-05
2025-08-15,643.4400024414062,0,BULL,-0.002341281862229483
2025-08-18,643.2999877929688,0,BULL,-0.00021760326977848798
2025-08-19,639.8099975585938,2,RANGE,-0.005425136484688009
2025-08-20,638.1099853515625,2,RANGE,-0.0026570578976855552
2025-08-21,635.5499877929688,2,RANGE,-0.004011843753210287
2025-08-22,645.3099975585938,2,RANGE,0.015356793254796441
2025-08-25,642.469970703125,2,RANGE,-0.0044010272058598865
2025-08-26,645.1599731445312,2,RANGE,0.004186969919329098
2025-08-27,646.6300048828125,2,RANGE,0.0022785538462906096
2025-08-28,648.9199829101562,0,BULL,0.003541403909580021
2025-08-29,645.0499877929688,0,BULL,-0.0059637477949624484
2025-09-02,640.27001953125,2,RANGE,-0.007410229210411012
2025-09-03,643.739990234375,0,BULL,0.005419542688669621
2025-09-04,649.1199951171875,0,BULL,0.008357419089116691
2025-09-05,647.239990234375,0,BULL,-0.002896236284437803
2025-09-08,648.8300170898438,2,RANGE,0.002456626412859597
2025-09-09,650.3300170898438,0,BULL,0.002311853583358836
2025-09-10,652.2100219726562,2,RANGE,0.0028908474672986184
2025-09-11,657.6300048828125,2,RANGE,0.008310180352278485
2025-09-12,657.4099731445312,2,RANGE,-0.00033458287585352853
2025-09-15,660.9099731445312,0,BULL,0.005323922883704979
2025-09-16,660.0,0,BULL,-0.0013768488621856978
2025-09-17,659.1799926757812,0,BULL,-0.0012424353397253451
2025-09-18,662.260009765625,0,BULL,0.004672497836806455
2025-09-19,663.7000122070312,0,BULL,0.0021743762573189773
2025-09-22,666.8400268554688,0,BULL,0.004731075170536503
2025-09-23,663.2100219726562,0,BULL,-0.005443591771073009
2025-09-24,661.0999755859375,0,BULL,-0.0031815658943793457
2025-09-25,658.0499877929688,2,RANGE,-0.004613504621998388
2025-09-26,661.8200073242188,2,RANGE,0.0057290777314567
2025-09-29,663.6799926757812,0,BULL,0.0028104096748033935
2025-09-30,666.1799926757812,0,BULL,0.003766875644270362
2025-10-01,668.4500122070312,0,BULL,0.0034075168215907947
2025-10-02,669.219970703125,0,BULL,0.0011518565068935338
